,email,tdm_url,time_stamp,mine_method,doi,recall,precision,comment,host,domain,suffix,grid_id,name,link,relationship_type,related_grid_id
186,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.415914.c
187,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.415992.2
188,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.415996.6
189,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.419317.9
190,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.454376.7
191,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.415970.e
192,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.468778.2
193,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.416928.0
194,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Related,grid.461313.2
195,liv.ac.uk,https://api.elsevier.com/content/article/PII:S030442031500064X?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.marchem.2015.03.010,True,True,,liv.ac.uk,liv,ac.uk,grid.10025.36,University of Liverpool,http://www.liv.ac.uk/,Child,grid.470476.6
196,ucar.edu,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F2016GL071892,2019-01-14 09:48:52 UTC,Wiley PDF,10.1002/2016gl071892,True,True,,,,,,,,,
197,agh.edu.pl,http://link.springer.com/article/10.1007/s11784-016-0288-x/fulltext.html,2018-12-18 08:00:29 UTC,Springer HTML,10.1007/s11784-016-0288-x,True,True,,,,,,,,,
198,nii.ac.jp,https://api.elsevier.com/content/article/PII:S0303264717300692?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.biosystems.2017.07.007,True,True,,,,,,,,,
199,gmail.com,https://api.elsevier.com/content/article/PII:S0378779615000693?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.epsr.2015.03.009,False,True,second adress,,,,,,,,
200,imbe.fr,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fnph.15502,2019-01-03 18:07:39 UTC,Wiley PDF,10.1111/nph.15502,True,True,,,,,,,,,
201,bris.ac.uk,http://link.springer.com/article/10.1007/s10649-018-9815-6/fulltext.html,2018-12-18 08:00:29 UTC,Springer HTML,10.1007/s10649-018-9815-6,True,True,,,,,,,,,
202,uva.nl,http://link.springer.com/article/10.1007/s11005-016-0928-5/fulltext.html,2018-12-18 08:00:29 UTC,Springer HTML,10.1007/s11005-016-0928-5,True,True,,uva.nl,uva,nl,grid.7177.6,University of Amsterdam,http://www.uva.nl/en/home,Related,grid.5650.6
203,uva.nl,http://link.springer.com/article/10.1007/s11005-016-0928-5/fulltext.html,2018-12-18 08:00:29 UTC,Springer HTML,10.1007/s11005-016-0928-5,True,True,,uva.nl,uva,nl,grid.7177.6,University of Amsterdam,http://www.uva.nl/en/home,Child,grid.491159.1
204,uva.nl,http://link.springer.com/article/10.1007/s11005-016-0928-5/fulltext.html,2018-12-18 08:00:29 UTC,Springer HTML,10.1007/s11005-016-0928-5,True,True,,uva.nl,uva,nl,grid.7177.6,University of Amsterdam,http://www.uva.nl/en/home,Child,grid.484519.5
205,rhul.ac.uk, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00248-018-1160-x,True,True,,,,,,,,,
206,ec.europa.eu,http://link.springer.com/article/10.1007/s11187-018-0017-5/fulltext.html,2018-12-18 08:00:29 UTC,Springer HTML,10.1007/s11187-018-0017-5,True,True,,,,,,,,,
207,research.fchampalimaud.org, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1093/cercor/bhx359,False,True,second adress,,,,,,,,
208,strath.ac.uk,https://api.elsevier.com/content/article/PII:S1549963415000957?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.nano.2015.04.006,True,True,,,,,,,,,
209,stjude.org,https://api.elsevier.com/content/article/PII:S0969212617301314?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.str.2017.04.013,False,True,second adress ,stjude.org,stjude,org,grid.240871.8,St. Jude Children's Research Hospital,https://www.stjude.org/,Related,grid.417320.3
210,stjude.org,https://api.elsevier.com/content/article/PII:S0969212617301314?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.str.2017.04.013,False,True,second adress ,stjude.org,stjude,org,grid.240871.8,St. Jude Children's Research Hospital,https://www.stjude.org/,Parent,grid.462729.c
211,wp.pl,http://link.springer.com/article/10.1007/s00190-018-1216-1/fulltext.html,2018-12-18 08:00:29 UTC,Springer HTML,10.1007/s00190-018-1216-1,True,True,,,,,,,,,
212,houstonmethodist.org,https://api.elsevier.com/content/article/PII:S0161642017317840?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ophtha.2017.09.001,True,True,,houstonmethodist.org,houstonmethodist,org,grid.63368.38,Houston Methodist,http://www.houstonmethodist.org/?sl=general&gclid=COK5taLm4cYCFUvItAodWqcNSQ,Related,grid.39382.33
213,houstonmethodist.org,https://api.elsevier.com/content/article/PII:S0161642017317840?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ophtha.2017.09.001,True,True,,houstonmethodist.org,houstonmethodist,org,grid.63368.38,Houston Methodist,http://www.houstonmethodist.org/?sl=general&gclid=COK5taLm4cYCFUvItAodWqcNSQ,Related,grid.5386.8
214,houstonmethodist.org,https://api.elsevier.com/content/article/PII:S0161642017317840?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ophtha.2017.09.001,True,True,,houstonmethodist.org,houstonmethodist,org,grid.63368.38,Houston Methodist,http://www.houstonmethodist.org/?sl=general&gclid=COK5taLm4cYCFUvItAodWqcNSQ,Related,grid.413734.6
215,tin.it,https://api.elsevier.com/content/article/PII:S1547527116307548?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.hrthm.2016.09.008,True,True,,,,,,,,,
216,icloud.com,https://www.tandfonline.com/doi/pdf/10.1080/09654313.2018.1425376,2019-01-12 15:11:32 UTC,Informa TDM,10.1080/09654313.2018.1425376,True,True,,,,,,,,,
217,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.414119.8
218,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.413316.2
219,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.413330.6
220,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.413334.2
221,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.280893.8
222,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.280892.9
223,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.413120.5
224,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.416233.1
225,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.415378.c
226,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.416168.c
227,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.416442.1
228,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.416632.4
229,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Related,grid.412973.a
230,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Parent,grid.411030.7
231,uic.edu,https://api.elsevier.com/content/article/PII:S0300957213003420?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.resuscitation.2013.06.019,False,True,second adress,uic.edu,uic,edu,grid.185648.6,University of Illinois at Chicago,http://www.uic.edu/uic/,Child,grid.453887.5
232,houstonmethodist.org, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s11605-017-3379-0,True,True,,houstonmethodist.org,houstonmethodist,org,grid.63368.38,Houston Methodist,http://www.houstonmethodist.org/?sl=general&gclid=COK5taLm4cYCFUvItAodWqcNSQ,Related,grid.39382.33
233,houstonmethodist.org, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s11605-017-3379-0,True,True,,houstonmethodist.org,houstonmethodist,org,grid.63368.38,Houston Methodist,http://www.houstonmethodist.org/?sl=general&gclid=COK5taLm4cYCFUvItAodWqcNSQ,Related,grid.5386.8
234,houstonmethodist.org, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s11605-017-3379-0,True,True,,houstonmethodist.org,houstonmethodist,org,grid.63368.38,Houston Methodist,http://www.houstonmethodist.org/?sl=general&gclid=COK5taLm4cYCFUvItAodWqcNSQ,Related,grid.413734.6
235,univie.ac.at, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1021/acsnano.6b08287,True,True,,univie.ac.at,univie,ac.at,grid.10420.37,University of Vienna,https://www.univie.ac.at/en/,Related,grid.22937.3d
236,univie.ac.at, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1021/acsnano.6b08287,True,True,,univie.ac.at,univie,ac.at,grid.10420.37,University of Vienna,https://www.univie.ac.at/en/,Related,grid.411904.9
237,univie.ac.at, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1021/acsnano.6b08287,True,True,,univie.ac.at,univie,ac.at,grid.10420.37,University of Vienna,https://www.univie.ac.at/en/,Child,grid.499369.8
238,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.432970.b
239,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.412078.8
240,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.414980.0
241,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.414993.2
242,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.460692.f
243,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.63984.30
244,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.449116.f
245,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.416084.f
246,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.416099.3
247,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.416102.0
248,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.416229.a
249,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.415833.8
250,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Related,grid.416526.2
251,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Child,grid.468036.f
252,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Child,grid.483276.c
253,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.14709.3b,McGill University,http://www.mcgill.ca/,Child,grid.470929.1
254,mcgill.ca, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00335-018-9772-5,True,True,,mcgill.ca,mcgill,ca,grid.416102.0,Montreal Neurological Institute and Hospital,http://www.mcgill.ca/neuro/,Related,grid.14709.3b
255,erasmusmc.nl,https://api.elsevier.com/content/article/PII:S0928098717300490?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ejps.2017.01.025,True,True,,erasmusmc.nl,erasmusmc,nl,grid.5645.2,Erasmus University Medical Center,http://www.erasmusmc.nl/,Related,grid.6906.9
256,erasmusmc.nl,https://api.elsevier.com/content/article/PII:S0928098717300490?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ejps.2017.01.025,True,True,,erasmusmc.nl,erasmusmc,nl,grid.5645.2,Erasmus University Medical Center,http://www.erasmusmc.nl/,Child,grid.416135.4
257,erasmusmc.nl,https://api.elsevier.com/content/article/PII:S0928098717300490?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ejps.2017.01.025,True,True,,erasmusmc.nl,erasmusmc,nl,grid.416135.4,Sophia Children's Hospital,http://www.erasmusmc.nl/sophia/,Related,grid.6906.9
258,erasmusmc.nl,https://api.elsevier.com/content/article/PII:S0928098717300490?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ejps.2017.01.025,True,True,,erasmusmc.nl,erasmusmc,nl,grid.416135.4,Sophia Children's Hospital,http://www.erasmusmc.nl/sophia/,Parent,grid.5645.2
259,yokohama-cu.ac.jp,https://api.elsevier.com/content/article/PII:S1368837518300472?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.oraloncology.2018.02.002,True,True,,yokohama-cu.ac.jp,yokohama-cu,ac.jp,grid.268441.d,Yokohama City University,http://www.yokohama-cu.ac.jp/index-e.html,Related,grid.413045.7
260,yokohama-cu.ac.jp,https://api.elsevier.com/content/article/PII:S1368837518300472?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.oraloncology.2018.02.002,True,True,,yokohama-cu.ac.jp,yokohama-cu,ac.jp,grid.413045.7,Yokohama City University Medical Center,http://www.yokohama-cu.ac.jp/urahp/,Related,grid.268441.d
261,kuleuven.be,https://api.elsevier.com/content/article/PII:S0305750X18300871?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.worlddev.2018.03.006,False,True,more adresses,kuleuven.be,kuleuven,be,grid.5596.f,KU Leuven,http://www.kuleuven.be/english,Related,grid.420028.c
262,kuleuven.be,https://api.elsevier.com/content/article/PII:S0305750X18300871?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.worlddev.2018.03.006,False,True,more adresses,kuleuven.be,kuleuven,be,grid.5596.f,KU Leuven,http://www.kuleuven.be/english,Related,grid.415751.3
263,kuleuven.be,https://api.elsevier.com/content/article/PII:S0305750X18300871?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.worlddev.2018.03.006,False,True,more adresses,kuleuven.be,kuleuven,be,grid.5596.f,KU Leuven,http://www.kuleuven.be/english,Related,grid.410569.f
264,kuleuven.be,https://api.elsevier.com/content/article/PII:S0305750X18300871?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.worlddev.2018.03.006,False,True,more adresses,kuleuven.be,kuleuven,be,grid.5596.f,KU Leuven,http://www.kuleuven.be/english,Related,grid.426541.0
265,kuleuven.be,https://api.elsevier.com/content/article/PII:S0305750X18300871?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.worlddev.2018.03.006,False,True,more adresses,kuleuven.be,kuleuven,be,grid.5596.f,KU Leuven,http://www.kuleuven.be/english,Child,grid.11486.3a
266,kuleuven.be,https://api.elsevier.com/content/article/PII:S0305750X18300871?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.worlddev.2018.03.006,False,True,more adresses,kuleuven.be,kuleuven,be,grid.5596.f,KU Leuven,http://www.kuleuven.be/english,Child,grid.465539.8
267,pangaea.de,https://api.elsevier.com/content/article/PII:S0168165617315419?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.jbiotec.2017.07.016,False,True,more adresses,,,,,,,,
268,gic.se, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s13181-016-0584-2,True,True,,,,,,,,,
269,duke.edu, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1093/infdis/jiy008,True,True,,duke.edu,duke,edu,grid.26009.3d,Duke University,http://www.duke.edu/,Related,grid.414182.a
270,duke.edu, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1093/infdis/jiy008,True,True,,duke.edu,duke,edu,grid.26009.3d,Duke University,http://www.duke.edu/,Related,grid.412100.6
271,duke.edu, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1093/infdis/jiy008,True,True,,duke.edu,duke,edu,grid.26009.3d,Duke University,http://www.duke.edu/,Related,grid.189509.c
272,duke.edu, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1093/infdis/jiy008,True,True,,duke.edu,duke,edu,grid.26009.3d,Duke University,http://www.duke.edu/,Related,grid.410332.7
273,duke.edu, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1093/infdis/jiy008,True,True,,duke.edu,duke,edu,grid.26009.3d,Duke University,http://www.duke.edu/,Child,grid.471396.e
274,glasgow.ac.uk, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1042/bcj20170184,True,True,,,,,,,,,
275,nioz.nl,https://api.elsevier.com/content/article/PII:S0006320714000500?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.biocon.2014.01.038,True,True,,nioz.nl,nioz,nl,grid.10914.3d,Royal Netherlands Institute for Sea Research,https://www.nioz.nl/institute,Related,grid.5477.1
276,nioz.nl,https://api.elsevier.com/content/article/PII:S0006320714000500?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.biocon.2014.01.038,True,True,,nioz.nl,nioz,nl,grid.10914.3d,Royal Netherlands Institute for Sea Research,https://www.nioz.nl/institute,Parent,grid.420488.2
277,uclouvain.be,https://api.elsevier.com/content/article/PII:S0959804914002536?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ejca.2014.03.010,True,True,,uclouvain.be,uclouvain,be,grid.7942.8,Université Catholique de Louvain,http://www.uclouvain.be/en-index.html,Related,grid.411754.2
278,uclouvain.be,https://api.elsevier.com/content/article/PII:S0959804914002536?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ejca.2014.03.010,True,True,,uclouvain.be,uclouvain,be,grid.7942.8,Université Catholique de Louvain,http://www.uclouvain.be/en-index.html,Related,grid.48769.34
279,uclouvain.be,https://api.elsevier.com/content/article/PII:S0959804914002536?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ejca.2014.03.010,True,True,,uclouvain.be,uclouvain,be,grid.7942.8,Université Catholique de Louvain,http://www.uclouvain.be/en-index.html,Child,grid.482729.2
280,sggw.pl, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s11627-016-9781-6,True,True,,,,,,,,,
281,amc.uva.nl, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00167-016-4062-9,True,True,,amc.uva.nl,uva,nl,grid.7177.6,University of Amsterdam,http://www.uva.nl/en/home,Related,grid.5650.6
282,amc.uva.nl, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00167-016-4062-9,True,True,,amc.uva.nl,uva,nl,grid.7177.6,University of Amsterdam,http://www.uva.nl/en/home,Child,grid.491159.1
283,amc.uva.nl, ,2018-12-16 12:29:19 UTC,PMC OAI (NIH),10.1007/s00167-016-4062-9,True,True,,amc.uva.nl,uva,nl,grid.7177.6,University of Amsterdam,http://www.uva.nl/en/home,Child,grid.484519.5
284,utoronto.ca,https://api.elsevier.com/content/article/PII:S1386505617304252?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ijmedinf.2017.11.011,False,True,"one author, several adresses",utoronto.ca,utoronto,ca,grid.17063.33,University of Toronto,http://www.utoronto.ca/,Related,grid.423198.5
285,utoronto.ca,https://api.elsevier.com/content/article/PII:S1386505617304252?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ijmedinf.2017.11.011,False,True,"one author, several adresses",utoronto.ca,utoronto,ca,grid.17063.33,University of Toronto,http://www.utoronto.ca/,Related,grid.460758.8
286,utoronto.ca,https://api.elsevier.com/content/article/PII:S1386505617304252?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ijmedinf.2017.11.011,False,True,"one author, several adresses",utoronto.ca,utoronto,ca,grid.17063.33,University of Toronto,http://www.utoronto.ca/,Related,grid.155956.b
287,utoronto.ca,https://api.elsevier.com/content/article/PII:S1386505617304252?httpAccept=text/xml,2018-12-17 16:06:12 UTC,Elsevier XML,10.1016/j.ijmedinf.2017.11.011,False,True,"one author, several adresses",utoronto.ca,utoronto,ca,grid.17063.33,University of Toronto,http://www.utoronto.ca/,Related,grid.414294.e
